cip6,soc6,naics6
52.0201,Nov-41,722511
9.01,15-1251,711310
52.1401,27-3031,611710
23.0101,43-6014,611310
44.0701,29-2053,622210
45.1101,27-3031,NA
42.0101,41-1011,445110
45.1001,Nov-51,NA
52.1101,35-3023,NA
26.0101,19-1029,611310
1.0601,17-1012,333112
52.0201,41-9022,531210
27.0101,13-1198,523999
26.0101,25-1099,611310
NA,Nov-98,624210
26.0101,43-4051,561320
9.01,41-1012,NA
14.0101,17-2112,423430
52.0201,15-1256,111150
27.0101,19-1021,NA
NA,27-2012,NA
11.0701,99-9999,NA
52.0201,Nov-51,813930
50.0901,39-9032,NA
50.0901,25-1099,NA
31.0501,47-1011,NA
14.0801,31-9092,NA
42.0101,27-1024,453220
26.0101,25-9044,611310
52.1401,21-Nov,551111
9.0102,41-1011,445110
9.0903,99-9999,NA
14.1901,17-2141,NA
45.1101,43-1011,NA
45.0601,13-1031,NA
23.0101,21-Nov,813410
27.0101,11-Nov,NA
52.0301,13-2011,NA
50.0702,25-1099,611699
11.0701,15-1256,NA
42.0101,21-1021,NA
13.0101,11-1011,541990
52.0101,41-9099,NA
9.0401,Nov-98,812990
27.0101,15-1256,423430
23.0101,25-1099,611110
52.0201,13-2011,921190
9.01,13-1121,NA
14.0501,15-1256,541512
42.0101,43-1011,624410
13.1202,99-9999,611310
9.0903,43-4051,541810
4.0301,19-3099,NA
NA,17-3031,561720
52.0201,15-1232,488510
11.0101,13-1028,541990
19.0504,Nov-31,NA
9.0102,Nov-31,611210
52.0301,13-2011,335932
54.0101,35-3023,NA
44.0701,21-1021,NA
9.0902,43-6011,236220
14.0801,43-4071,NA
52.0101,21-Nov,NA
45.1001,23-2011,541110
45.0901,Nov-41,531210
42.0101,21-1012,611519
42.0101,21-Nov,NA
50.0904,43-6014,812990
42.2815,41-4012,447110
52.0801,43-6011,611210
51.3801,29-1141,NA
NA,43-4051,423430
11.0101,15-1256,541511
NA,29-1031,611620
16.0905,11-1011,NA
51.3801,29-1141,NA
11.0701,15-1256,541512
52.0201,53-3033,NA
9.0903,27-1024,NA
14.1001,15-1256,324110
51.2201,13-1161,NA
51.2207,43-4051,423910
38.0101,25-9044,611310
26.1301,13-1041,NA
23.0101,39-9031,611519
26.1309,29-2041,NA
14.1001,25-9045,611310
9.01,27-1011,NA
19.0701,Nov-51,337212
11.0701,51-1011,NA
52.1902,43-1011,448310
52.0201,17-3026,339999
9.0903,11-1011,NA
54.0101,43-4051,531390
NA,21-1023,NA
40.0501,25-9045,611310
42.0101,43-1011,NA
52.1501,39-9041,NA
52.0101,11-1011,NA
NA,43-6014,531110
45.0601,35-9011,NA
9.0903,25-9044,NA
45.0601,13-1161,NA
9.0903,Nov-31,NA
23.0101,21-Nov,336310
26.0202,25-9044,611310
45.1101,Nov-51,NA
51.2201,25-1099,611310
52.0201,13-1161,NA
9.0903,27-1011,NA
9.0701,13-1151,611710
42.0101,15-1256,541690
52.0701,41-9099,448150
51.3801,29-1141,NA
13.0101,11-1011,921190
9.01,25-1099,NA
13.0101,25-9045,611310
45.1101,27-2022,NA
51.3801,29-1141,622110
45.1101,19-4099,NA
9.01,27-3043,NA
52.0801,Nov-31,NA
45.0601,27-1024,339920
45.1101,41-3091,336310
14.0501,15-1221,NA
9.0903,21-Nov,NA
26.0202,31-9097,NA
30,43-4051,561311
14.3501,43-9061,926120
52.0201,43-4051,921190
51.3801,99-9999,NA
9.0902,13-1161,NA
50.0901,99-9999,611620
45.0601,43-6014,523930
16.0901,Nov-98,NA
42.0101,25-3097,611699
51.3801,29-1141,622310
51.3801,35-3031,722511
NA,99-9999,813110
45.0901,43-6011,NA
26.0101,19-2041,NA
45.0601,11-1021,NA
23.0101,13-1151,611710
NA,43-4051,NA
45.1001,11-1021,NA
27.0101,21-1012,611310
26.0101,29-2018,621111
52.0201,43-4051,561730
23.0101,53-3033,424420
52.0801,43-1011,524210
14.1001,17-2199,551114
9.01,35-1012,722310
19.0706,25-2011,NA
27.0101,13-1111,541611
52.0301,13-2011,921130
NA,25-1099,NA
9.0903,21-Nov,NA
NA,Nov-98,NA
51.3801,29-2053,622110
9.0701,27-2012,NA
44.0501,15-1211,541511
45.0901,13-1121,NA
52.1101,43-4051,531390
31.0501,39-9031,812990
52.0101,43-1011,325412
50.0901,25-1099,NA
44.0401,Nov-71,488119
26.0101,19-4099,611310
3.0103,41-9022,NA
44.0701,Nov-98,813319
45.1001,23-2011,921130
54.0101,99-9999,NA
42.0101,21-1021,NA
9.01,27-3041,NA
14.0801,43-9061,926120
NA,25-3011,NA
23.0101,13-2011,NA
NA,27-1024,NA
40.0601,15-1299,518210
50.0506,43-9061,NA
23.0101,41-9091,NA
14.0801,27-1024,921190
52.0301,41-3091,541618
NA,13-1198,722330
43.01,33-3012,NA
52.0203,53-1047,NA
4.0201,17-1011,541310
NA,29-1125,621330
45.0401,21-1029,NA
50.0901,Nov-41,NA
9.01,13-1161,NA
52.1401,43-6014,NA
52.0201,27-1029,NA
42.0101,13-1071,336320
14.1401,17-2171,926150
54.0101,Nov-51,813930
9.01,27-3031,541820
52.0301,13-2011,326111
52.0101,11-Nov,813910
24.0102,43-4111,611210
52.0201,15-1299,238190
52.0203,13-1081,NA
11.0701,15-1244,541715
14.1901,33-2011,922160
14.4801,35-3031,NA
52.0301,43-3031,541211
38.0103,43-6011,237310
45.1001,41-2031,531311
50.0702,25-1099,562998
9.0701,15-1299,611310
50.0605,15-1257,541519
51.3801,29-1141,NA
23.0101,23-2011,NA
50.0605,27-1024,NA
16.0901,27-3043,NA
45.0901,25-3097,NA
52.0203,53-7065,445110
45.0601,53-1047,NA
23.0101,27-3031,NA
42.0101,99-9999,321918
52.0801,35-3031,NA
1,13-1111,NA
45.1001,41-3091,NA
9.0102,27-2022,611110
52.0201,43-3031,NA
31.0501,29-1122,621320
13.0101,25-3031,611110
44.0701,21-1093,624221
45.0601,43-9041,611691
50.0702,27-1024,NA
50.0702,11-1021,NA
9.0701,27-2012,512110
52.0301,13-1111,621111
50.0702,41-9011,561320
45.0201,43-6011,562111
50.0504,13-1198,NA
14.1901,15-1256,541512
11.0101,99-9999,NA
9.0102,53-7065,445310
NA,11-1021,NA
50.0605,99-9999,NA
9.0701,27-3041,512110
14.0101,15-1221,611310
50.0605,27-4021,NA
52.0301,13-2011,561730
26.1501,17-2041,611310
NA,Nov-98,NA
9.01,15-1257,541810
26.0101,17-2081,NA
14.0101,21-1093,NA
51.0701,43-1011,NA
52.1401,15-1232,423430
45.0701,37-2011,NA
26.0101,53-7062,611310
52.0201,15-1299,327320
NA,29-2098,NA
9.01,41-1012,NA
42.0101,43-1011,722511
16.0301,43-6011,531390
50.0701,41-9011,453998
54.0101,27-3031,423940
14.1901,11-1011,NA
42.0101,33-3021,NA
52.0201,43-6014,624120
11.0701,15-1256,522320
51.3801,29-1141,622110
38.0101,43-6014,NA
45.1101,99-9999,NA
52.1401,41-2031,442110
27.0101,25-2031,611110
50.0401,27-1024,NA
9.0903,Nov-98,NA
52.0801,11-1011,621610
9.0903,27-3031,541810
42.0101,99-9999,541715
52.0201,35-3011,NA
9.01,43-6014,NA
45.0201,43-6014,541360
52.1401,13-1111,561499
43.0406,41-9022,531210
52.0301,25-9031,813312
40.0601,15-1211,518210
11.0701,Nov-41,NA
52.0201,47-1011,238160
50.0601,35-3031,512131
52.0301,35-3031,721110
31.0501,31-2021,621340
45.1001,11-Nov,NA
26.0101,21-1019,611310
3.0103,13-1071,NA
9.01,11-1011,NA
11.0701,15-1256,NA
NA,43-6014,611310
14.0101,27-4011,541990
50.0501,31-1128,624410
NA,11-1021,NA
NA,99-9999,611310
9.0401,43-6014,NA
11.0701,15-1256,NA
45.0601,39-3091,NA
NA,Nov-81,NA
NA,Nov-98,448120
9.0902,41-3091,NA
42.0101,25-9045,611310
9.01,13-2011,611310
42.0101,43-4161,NA
31.0501,99-9999,NA
9.0401,11-1011,NA
45.1101,43-4051,NA
45.0201,25-3097,611310
NA,13-1161,519130
19.0504,11-1021,NA
52.0201,21-Nov,611310
40.0801,Nov-98,445110
14.0701,39-9032,NA
52.1401,11-1021,561612
42.0101,Nov-31,624110
NA,11-1011,NA
52.0301,43-3071,522130
13.0101,43-6014,NA
9.01,Nov-41,NA
51.3801,29-1141,NA
14.1901,17-2112,423430
9.01,43-1011,722513
14.0501,17-2141,339112
9.0701,13-1161,445291
NA,21-Nov,334513
52.0201,15-1232,621111
50.0506,43-3031,NA
52.0201,35-1012,721110
14.0801,17-3022,926120
50.0702,23-1012,921190
45.1101,41-3091,NA
26.0101,15-1257,NA
26.0101,19-1023,NA
52.0101,21-1093,NA
NA,25-3097,NA
52.0301,51-9071,NA
23.0101,11-1021,236220
54.0101,39-3091,722511
9.0102,Nov-31,NA
14.0701,17-2112,423430
44.0701,21-1093,NA
11.0701,15-1256,721199
42.0101,29-2057,621320
50.0901,27-2041,NA
14.0101,51-8011,NA
42.0101,43-6014,NA
NA,21-1091,NA
51.3801,29-1141,621111
9.01,21-1093,NA
NA,Nov-51,813110
9.01,27-1024,813319
52.1401,13-1071,611210
45.0601,13-2011,551112
52.0201,22-Nov,NA
9.0701,25-4031,NA
19.0701,43-1011,NA
9.0701,41-9011,611310
14.0101,17-2081,541990
24.0101,27-3043,541921
9.0102,Nov-41,531110
50.0601,27-3041,NA
23.0101,25-2052,NA
50.0301,43-6014,621399
52.1001,13-1198,NA
NA,31-2021,NA
45.0901,27-1024,NA
14.1901,99-9999,523999
NA,39-9031,713940
19.0504,27-3031,624110
NA,27-1014,541990
51.3801,99-9999,611310
45.1101,43-6014,NA
9.0902,13-1111,611710
50.0904,13-1161,541511
52.0301,13-2011,541211
43.01,39-9011,813110
9.0102,33-3021,NA
14.0501,11-1021,NA
27.0101,43-4051,NA
52.2001,49-1011,NA
9.01,27-4032,NA
52.1401,22-Nov,424420
52.0101,13-1111,531110
50.0301,33-3021,NA
52.0801,35-3031,NA
26.0101,43-4051,811113
50.0501,43-4171,NA
9.0701,27-4012,611310
26.0101,19-4099,611310
51.0001,13-1071,NA
23.0101,43-6011,NA
NA,41-2031,531210
23.0101,27-3099,NA
52.0213,43-4081,921190
14.0401,17-2141,NA
14.1401,19-2041,562910
52.0201,43-4161,611310
51.3801,35-3011,NA
19.0701,43-4051,561320
NA,99-9999,611310
9.01,Nov-31,NA
52.1401,27-3031,NA
44.0701,15-1232,NA
31.0504,41-3091,611310
9.0903,27-3031,NA
52.0101,27-3031,611310
9.01,25-9045,611110
52.0201,15-1232,NA
52.1401,41-3091,541910
14.1001,15-1256,541519
31.0501,43-9061,611310
31.0501,19-2031,541715
52.0101,21-Nov,NA
14.0801,15-1244,541511
27.0101,25-3097,NA
11.0701,15-1256,NA
45.1001,43-6013,921190
54.0101,43-6011,NA
52.0801,35-3011,722511
24.0101,25-9044,611310
14.1001,17-2071,541330
52.1401,29-2098,423990
NA,13-1198,NA
42.0101,31-9099,NA
9.0903,11-1021,NA
NA,43-4161,NA
NA,11-Nov,NA
42.0101,15-1256,541715
51.3801,29-1141,NA
52.0201,13-1111,541611
52.0201,43-1011,423220
NA,29-2018,NA
9.0902,27-3031,NA
14.0901,15-1256,561920
26.021,19-4099,NA
45.0601,13-1121,NA
11.0701,25-3097,NA
51.2201,99-9999,611310
NA,29-1126,622110
45.1001,99-9999,NA
NA,53-3033,NA
13.0101,21-Nov,NA
30,25-2022,624110
9.01,27-2012,NA
44.0701,15-1257,624221
30.4101,19-4042,541370
40.0501,13-1041,NA
45.0601,51-3022,611310
19.0504,21-1091,611310
14.0901,19-4099,611310
30,13-1041,NA
52.0801,13-2098,541990
52.0101,35-3011,NA
42.0101,22-Nov,444190
19.0701,39-9011,NA
26.0101,19-1031,921190
14.1001,41-4011,511210
NA,53-3033,NA
31.0501,31-9092,NA
23.0101,11-1011,NA
52.0101,43-4171,561439
9.0903,41-4012,541618
16.0501,43-6011,NA
NA,Nov-51,NA
9.0903,21-Nov,NA
40.1101,99-9999,NA
45.1001,25-2031,611110
9.01,27-4021,NA
52.0201,41-3021,524210
25.0101,13-1198,321911
52.0201,19-5012,NA
50.0601,27-3042,NA
42.0101,19-4061,611310
42.0101,35-3031,713910
23.0101,25-1099,NA
26.0202,99-9999,NA
9.01,21-1093,921190
9.01,27-3031,NA
52.0201,21-Nov,541612
26.0101,29-2056,611310
52.0201,41-2031,623110
16.12,13-1121,332613
9.0903,Nov-31,NA
52.0301,17-3026,325412
9.0701,49-2021,NA
31.0508,33-9098,621999
43.01,33-3021,NA
52.0201,41-1012,515210
NA,15-1251,NA
NA,35-9021,NA
14.0501,15-1232,423450
45.0201,39-9011,NA
50.0901,29-1129,622210
NA,43-1011,NA
11.0701,27-2099,541512
43.01,15-1211,334413
52.0203,13-1081,NA
14.1901,17-2071,541512
45.1001,13-1032,NA
NA,15-1244,NA
23.0101,27-3041,NA
52.1401,41-9011,NA
52.0201,11-1011,NA
52.0301,13-2011,921130
16.1101,21-1099,NA
52.0201,13-1111,562111
45.0701,23-2011,541110
19.0701,41-2011,NA
45.0601,15-1245,NA
9.0102,43-9061,622110
19.0701,13-1161,NA
4.0601,17-1012,541110
14.0501,41-4011,511210
14.0901,17-2061,NA
45.1001,39-6012,NA
14.1901,Nov-41,NA
42.0101,51-6061,722513
52.0201,13-1141,518210
45.0601,41-9011,NA
9.01,11-1011,NA
11.0701,15-1256,NA
NA,11-1011,NA
51.3801,29-1141,622110
45.1001,43-6014,441110
11.0701,25-1099,611310
45.0601,41-2031,NA
42.0101,21-1093,NA
14.1901,17-3024,441310
43.01,43-1011,541110
9.01,29-2098,NA
NA,11-1021,NA
50.0301,43-6014,238160
52.0201,13-1111,541211
45.1101,21-1093,NA
1.1001,35-1011,445110
24.0103,27-3031,NA
19.0706,33-9021,NA
42.0101,19-4099,611310
52.0801,13-2098,541611
52.0201,22-Nov,NA
52.0201,15-2098,541713
52.0101,11-1021,NA
9.01,13-1071,NA
31.0504,Nov-98,624410
31.0501,23-2011,541110
9.0701,Nov-98,NA
51.0701,39-1098,812990
52.1401,35-1012,NA
42.0101,29-2053,NA
45.0601,13-1111,511210
52.1401,41-9011,713910
31.0501,25-9045,NA
51,41-3091,611699
NA,99-9999,NA
42.0101,29-2053,621498
44.0401,13-1071,NA
11.0701,15-2098,NA
52.1001,49-9071,NA
52.0201,15-1211,622110
52.0201,33-3051,928110
24.0102,15-1244,541511
52.1401,13-2053,NA
NA,15-1211,NA
27.0101,13-2098,327910
14.0901,Nov-31,NA
42.0101,41-3031,522130
52.0301,13-2011,923120
45.1101,41-3091,541511
9.0102,11-1021,711310
NA,11-1021,NA
50.0702,27-1013,NA
52.0801,13-2041,522110
45.0601,43-3031,445110
23.1304,21-1012,611310
11.0701,15-1299,511210
9.0102,21-Nov,NA
42.0101,43-4051,522130
27.0101,27-3042,NA
16.0905,41-2031,448310
52.1902,Nov-51,NA
14.0901,15-1232,541512
26.0101,19-4099,NA
42.0101,39-5091,NA
19.0504,27-2022,446191
42.0101,27-2012,NA
31.0501,43-6011,NA
45.0901,33-3021,541511
11.0701,15-1256,813990
42.0101,33-3021,NA
45.1101,Nov-41,NA
50.0501,99-9999,711410
9.0401,11-1011,NA
44.0701,21-1022,921190
9.01,27-1011,541810
50.0201,27-3041,NA
42.0101,43-4051,813910
9.0903,15-1299,238990
52.1401,13-2011,921130
45.0601,27-2012,713940
50.0703,27-3041,NA
40.0501,27-3031,NA
52.1401,43-4051,111150
51.3801,11-1011,NA
52.0201,11-Nov,NA
19.0504,43-4051,NA
52.0201,99-9999,541990
52.1401,39-9031,NA
9.0401,41-3091,541810
26.0101,25-9044,611310
52.1101,41-3091,NA
45.1001,21-Nov,236115
31.0501,35-3031,NA
NA,Nov-98,NA
9.0102,27-3031,NA
11.0701,43-1011,NA
52.0201,29-2098,NA
11.0701,15-1244,NA
51.3801,29-1141,NA
NA,25-1099,611110
9.0102,25-9045,NA
NA,43-6014,531210
51.3801,29-1141,622110
9.01,11-1011,541870
NA,13-2052,NA
51.3801,35-3023,445110
13.1001,43-6013,NA
42.0101,31-9092,621410
42.0101,13-1071,721110
9.0401,Nov-98,NA
11.0701,33-3021,511210
52.0801,21-Nov,624410
42.0101,21-1093,531110
54.0101,15-1256,NA
51.3801,29-1141,622110
44.0401,19-4061,NA
52.0101,Nov-98,238210
45.1101,11-Nov,561599
9.0903,43-6014,813319
44.0701,43-4131,NA
54.0101,99-9999,NA
52.0201,13-1081,NA
13.0101,25-2021,611110
26.0101,29-2057,NA
14.1901,15-1256,325412
14.0901,15-1244,541511
9.0902,41-2031,315990
51.3801,29-1141,NA
14.0101,17-2112,NA
22.0302,Nov-31,551111
9.01,43-1011,611310
NA,43-4051,NA
42.0101,27-3091,NA
50.0702,27-1013,NA
13.0101,25-3031,813410
51.0202,43-1011,NA
45.0201,43-6014,NA
9.01,27-1026,424820
19.0504,29-1031,446191
24.0101,43-6011,611310
9.01,43-6013,621340
44.0701,21-1012,611310
14.0901,11-1011,711310
9.0701,51-9198,NA
31.0501,99-9999,NA
42.0101,29-2053,622210
NA,21-Nov,NA
45.0601,15-1211,541910
52.1401,99-9999,NA
50.0401,51-9061,453998
44.0701,21-1099,813930
52.0301,13-2011,921190
14.1901,51-9061,926150
9.01,25-3097,NA
52.0201,15-1256,NA
51.3801,29-1141,622110
45.1001,43-4061,NA
42.0101,99-9999,NA
9.01,Nov-98,531110
51.3801,29-1141,622110
23.0101,11-1011,NA
9.0902,21-Nov,NA
52.1401,29-1141,NA
24.0102,41-3091,NA
9.0902,21-Nov,NA
23.0101,33-9032,611310
50.0506,27-2011,NA
38.0101,15-1244,611210
NA,13-1071,541612
5.0203,43-4051,551111
52.0201,41-3031,522220
52.0301,13-2011,921130
52.0301,13-2011,NA
26.1301,19-4099,611310
50.0601,11-1011,NA
52.0301,41-3091,541618
52.0201,11-1021,722511
NA,25-9045,611310
14.1901,15-1256,NA
51.3801,29-2053,NA
NA,15-1244,NA
52.1001,13-1071,321911
42.0101,41-1011,NA
52.1401,41-9041,NA
14.0901,11-1021,NA
42.0101,35-3031,NA
52.1401,41-9022,531210
11.0701,15-1256,443142
42.0101,39-9011,624110
NA,13-1121,NA
44.0701,21-1093,453220
9.01,41-3091,NA
42.0101,13-1121,813110
24.0101,33-3021,NA
9.01,41-4012,446120
52.1401,99-9999,611310
50.0401,27-1029,541310
23.0101,99-9999,813319
52.1902,41-1011,448310
38.0101,21-1093,611210
45.0901,27-1029,NA
26.0101,51-8031,922110
30.3301,25-1099,611310
10.0203,27-4012,515210
42.0101,11-1021,NA
NA,41-9041,541618
4.0201,99-9999,448310
14.0501,17-2141,541990
NA,13-1041,NA
19.0701,13-1111,NA
NA,15-1232,518210
9.01,13-2021,531320
31.0501,21-1093,813110
9.01,25-9021,921190
52.0213,35-3031,NA
52.0301,13-2011,541330
52.1902,39-6012,812112
31.0501,51-1011,NA
45.0201,35-3031,512131
52.0201,43-6013,NA
45.1101,43-4081,721110
26.0101,21-1012,611310
22.0302,Nov-31,551111
31.0501,99-9999,445110
9.01,Nov-41,541990
42.0101,Nov-51,NA
42.0101,25-3031,611110
52.0213,22-Nov,NA
19.0701,41-9011,611310
40.0601,19-2043,NA
23.0101,Nov-51,712190
52.1001,35-3031,722511
42.2806,15-1232,541511
51.3801,29-1141,622110
43.0102,99-9999,624120
9.0701,99-9999,NA
27.0301,13-1198,541370
9.01,43-6011,624190
43.01,11-Nov,NA
38.0201,35-3023,722515
52.0201,33-9032,NA
11.0701,15-1257,541519
26.0202,25-2031,NA
52.0201,15-1251,NA
9.0903,13-1028,541810
NA,15-1211,541519
26.1501,19-4021,NA
3.0104,25-9045,561720
45.0901,39-9032,NA
30,25-2052,611110
9.01,21-Nov,541910
45.1101,51-1011,922140
31.0501,39-9031,NA
31.0508,21-1012,611110
45.1101,13-1198,NA
51.2201,21-1099,813930
52.0301,43-3031,423450
14.0701,19-4099,611310
9.0903,15-1257,441228
14.1901,51-1011,NA
45.0401,43-9061,541110
19.0504,19-4061,611310
NA,39-9032,NA
45.0901,43-1011,NA
50.0601,27-4021,484122
42.0101,21-1012,NA
54.0101,31-1128,NA
54.0101,25-2031,611110
9.0903,17-2112,NA
13.0101,25-3031,611110
52.0101,21-Nov,711120
14.0901,17-2112,334413
9.01,99-9999,NA
50.0901,17-2072,813110
9.0903,13-1028,511210
50.0901,27-2012,NA
NA,11-1021,722511
1.0103,15-1232,541519
11.0701,15-1256,NA
50.0703,27-1024,813110
14.0201,25-2031,611310
42.0101,43-1011,611310
45.0601,43-1011,238210
14.1001,17-2072,541512
4.0301,15-1232,611310
52.0201,41-9099,541519
NA,21-1018,621498
50.0706,99-9999,NA
52.0201,43-4051,492110
23.0101,Nov-98,236220
23.1301,27-3041,NA
52.0701,11-1021,236118
10.0304,41-2011,921190
52.1401,22-Nov,NA
NA,41-2011,722513
52.0101,13-2011,531390
NA,15-1232,541690
52.0201,21-Nov,NA
31.0501,11-1011,NA
45.0601,99-9999,NA
46,99-9999,237310
38.0101,17-2071,NA
52.0201,13-1198,926130
9.0401,21-1093,813319
42.0101,25-9044,NA
52.0201,43-6011,NA
52.1401,43-4081,711190
51.3801,29-1141,622110
11.0701,15-1257,NA
27.0101,13-1111,NA
45.0701,13-1081,713990
9.0902,43-6011,NA
52.0201,43-4051,531210
42.0101,21-1021,NA
14.0801,17-2051,926120
51.3801,29-1141,622110
50.0409,15-1257,NA
16.0402,27-3031,NA
52.0901,15-1232,NA
52.0801,13-1161,NA
9.01,Nov-61,NA
26.0101,21-1099,NA
51.3801,29-1141,622110
NA,27-1024,611610
26.0801,22-Nov,621511
52.0201,11-1021,NA
52.0101,49-9041,423910
52.0213,13-1041,NA
9.0401,11-1011,NA
44.0401,29-2098,NA
9.0903,27-1024,541810
9.0903,Nov-31,NA
52.0301,43-3031,541370
54.0101,43-4081,453998
23.0101,33-9092,921190
14.0401,17-2199,236220
26.0502,21-1093,611310
50.0407,41-9012,NA
9.0401,27-4021,NA
31.0501,27-2022,611310
10.0304,51-9198,512110
11.0701,Nov-98,NA
50.0601,35-3023,NA
13.1312,11-1011,NA
51.3801,29-1141,622110
52.0203,99-9999,NA
9.0102,21-1012,611310
45.1001,21-Nov,522298
16.0302,35-3031,512131
11.0701,15-1256,NA
52.0201,15-1232,722310
30.2001,13-1121,721110
9.0401,Nov-31,519190
9.01,53-3033,NA
27.0101,15-1256,541511
NA,27-2012,NA
14.1001,15-1256,333244
19.0701,Nov-31,624110
44.0701,35-3031,NA
42.0101,Nov-32,923110
52.1001,13-1071,NA
11.0701,21-Nov,541519
43.0102,21-1093,624221
52.0301,21-Nov,531210
11.0701,11-Nov,561612
50.0409,27-1024,NA
14.0701,15-1212,334413
52.0801,13-2098,531312
NA,25-1099,611630
45.0601,13-1111,NA
52.0201,15-1256,541611
9.0902,27-3031,NA
43.0102,21-1092,519120
42.0101,15-1211,621111
45.0601,21-1019,NA
NA,13-2098,926130
30.2001,13-1151,611310
14.1901,17-2141,541512
43.01,43-4051,812990
45.1101,27-3041,NA
NA,35-3031,722310
50.0605,27-4021,NA
9.0701,21-Nov,541511
40.0603,15-1256,511210
52.0201,25-1099,NA
9.0903,15-1257,NA
52.0201,11-1021,541922
13.1001,13-1151,921190
50.0301,21-1093,611310
9.0902,15-1244,541820
52.1101,99-9999,NA
54.0101,43-4051,NA
9.01,Nov-51,621340
23.0101,27-3031,611610
38.0101,11-1011,NA
42.0101,41-9099,445110
38.0101,99-9999,NA
52.0301,11-1011,334613
31.0508,43-3031,541690
52.0301,13-2011,531390
19.0901,19-4099,NA
52.0101,13-1161,423990
30.2001,99-9999,NA
11.0701,15-1257,541519
44.0701,21-1023,624221
NA,27-4011,NA
50.0501,35-3031,NA
50.0702,27-1029,NA
31.0501,99-9999,448310
27.0101,99-9999,NA
23.0101,21-Nov,313210
45.1001,21-1093,531110
51.3801,13-1151,334510
50.0901,35-9031,NA
52.0201,43-9061,NA
13.0101,25-3097,611110
NA,11-1021,NA
45.0901,21-1093,NA
23.0101,25-9044,NA
9.01,31-9099,NA
16.1101,25-9044,611310
23.0101,27-3041,711510
9.01,29-2098,423990
45.1101,13-2072,522130
14.0901,21-Nov,NA
14.0801,17-3022,926120
46,13-1198,541511
NA,13-2098,NA
50.0901,Nov-98,453998
52.0201,21-Nov,NA
9.0903,27-3031,446110
50.0401,11-1021,NA
52.0201,39-3012,424420
45.1001,23-2011,NA
14.1901,51-9061,611310
14.0901,25-9045,611310
45.0601,21-1012,813219
14.1901,17-2112,423430
50.0501,35-3023,512131
14.1901,99-9999,541613
9.01,Nov-98,448310
26.0101,25-9044,NA
9.0902,41-9041,518210
52.0801,Nov-61,423430
26.0202,11-1011,NA
27.0101,13-2011,541618
NA,43-1011,NA
45.1001,33-3021,NA
52.1401,41-9011,423610
52.0203,15-1299,541611
45.1001,21-Nov,NA
9.01,11-1011,NA
50.0401,27-1029,541410
52.1902,27-1026,445110
50.0504,27-2012,335129
50.0904,27-3043,NA
23.0101,41-2031,711310
19.0701,39-9011,NA
52.0101,99-9999,812910
NA,99-9999,711212
13.0101,39-2021,NA
3.0501,41-9022,NA
NA,29-1141,NA
23.0101,25-2022,611110
14.0801,17-3022,611310
45.0601,15-1211,NA
16.12,21-1093,NA
52.1902,41-3031,NA
45.0401,15-1232,NA
31.0501,21-1012,611310
51.3801,99-9999,NA
52.0101,17-1012,541320
9.0903,27-3043,541810
13.0101,25-9045,611310
52.0201,13-1198,238210
52.0301,43-9021,541219
NA,Nov-98,722511
23.0101,27-3041,NA
19.0901,13-1161,446110
NA,27-4031,519130
NA,43-4051,NA
52.0803,13-2098,523130
52.0301,43-3021,524210
9.01,39-5012,812112
NA,21-Nov,NA
5.0107,25-1099,NA
9.01,13-1161,334118
9.01,15-1257,541618
11.0701,15-1256,NA
52.0301,13-2011,541611
11.0701,15-1256,511210
NA,99-9999,541511
50.0407,99-9999,NA
45.1001,25-9045,624410
42.0101,43-1011,NA
52.0201,43-4051,NA
NA,13-1028,NA
52.0203,13-1161,721199
NA,15-1232,NA
NA,15-1232,722511
9.01,13-1131,711510
50.0703,25-4013,NA
52.0201,53-2011,722310
52.0201,33-9032,NA
9.0902,39-3091,NA
52.0201,21-1012,NA
52.0201,11-1011,NA
3.0104,13-1041,NA
14.0401,47-1011,NA
23.0101,25-1099,611110
43.0102,43-4051,NA
43.0102,23-2011,NA
51.3801,11-Nov,622110
40.0501,25-9045,611310
45.0601,13-1161,NA
31.0504,43-9061,541110
52.0201,35-1012,722515
51.3801,29-1141,622110
NA,25-9045,NA
52.0201,21-Nov,511210
14.0901,15-1256,NA
52.0801,11-1011,NA
13.0101,11-1021,812199
50.0301,43-6014,453210
14.0701,99-9999,237130
52.1401,43-1011,561599
14.1901,17-3027,NA
52.0201,13-1028,442110
52.0101,43-1011,561599
3.0103,13-1041,NA
50.0702,15-1256,NA
19.0504,Nov-61,NA
45.0401,41-9022,531210
4.0201,99-9999,NA
14.0901,99-9999,611310
NA,25-1099,611310
NA,43-6011,541330
23.0101,99-9999,NA
52.0213,22-Nov,NA
26.0502,15-1232,NA
26.1501,21-1093,611310
26.0101,21-1012,611310
50.0605,21-Nov,711310
26.0101,41-9022,531210
23.0101,43-1011,722515
42.0101,29-2041,NA
45.1001,23-2011,523999
50.0705,25-1099,NA
45.0901,43-6011,926120
52.0213,43-6014,541110
52.0201,41-9022,531210
52.0201,43-4051,325211
NA,43-4051,541990
9.0102,43-6014,541990
52.0301,13-2011,921130
11.0701,15-1256,541519
14.1901,43-4051,611310
NA,15-1257,NA
52.1401,51-9082,453920
26.0101,21-1093,611310
52.0201,13-1028,445110
52.0201,11-1011,NA
52.0201,27-3031,NA
50.0901,43-4199,611610
9.01,27-1024,NA
26.0101,41-3021,621340
